                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                 1.6594,                 2.2362,                 1.3684,                 1.1432,                0.62472,                0.63577,                0.64606,                0.32573,                0.64071,                0.63902,                0.65744,                0.31018,                 1.6305,                 2.1943,                 1.2619,                 1.1227,              0.0016931,              0.0016931,              0.0016931
                     64,                 1.6641,                 2.2234,                 1.3714,                 1.1523,                0.62918,                0.62472,                 0.6428,                0.31163,                0.64748,                0.64091,                0.66645,                0.31723,                 1.6707,                 2.1075,                 1.2793,                 1.1463,              0.0016882,              0.0016882,              0.0016882
                     65,                 1.6682,                 2.2443,                 1.3708,                 1.1447,                0.62733,                0.62341,                0.63946,                0.32179,                0.64091,                0.63967,                0.66087,                0.31076,                 1.6307,                  2.158,                  1.309,                 1.1306,              0.0016832,              0.0016832,              0.0016832
                     66,                 1.6631,                 2.2668,                 1.3855,                 1.1544,                0.62622,                0.61886,                0.62495,                0.32189,                0.64268,                0.63512,                0.64413,                0.30877,                 1.6231,                 2.1131,                 1.2824,                 1.1286,              0.0016783,              0.0016783,              0.0016783
                     67,                 1.6522,                 2.2234,                 1.3663,                 1.1411,                0.62943,                0.62341,                0.63961,                0.32409,                0.64158,                0.64383,                0.65756,                0.31045,                 1.6219,                 2.1551,                 1.2709,                 1.1226,              0.0016733,              0.0016733,              0.0016733
                     68,                 1.6673,                 2.2565,                 1.3816,                 1.1476,                0.64191,                0.63154,                0.65593,                 0.3309,                0.65329,                0.64033,                0.66854,                 0.3149,                 1.6007,                 2.1307,                 1.2544,                 1.1142,              0.0016684,              0.0016684,              0.0016684
                     69,                 1.6599,                 2.2385,                 1.3735,                 1.1445,                  0.634,                0.63089,                 0.6447,                0.32573,                0.64876,                0.65051,                0.66593,                 0.3195,                 1.6234,                 2.1204,                  1.264,                  1.127,              0.0016634,              0.0016634,              0.0016634
                     70,                 1.6567,                 2.2489,                 1.3637,                 1.1472,                0.61276,                0.64488,                0.64546,                0.32554,                0.63258,                0.64611,                0.66006,                0.31234,                 1.6221,                 2.1245,                 1.2567,                  1.131,              0.0016585,              0.0016585,              0.0016585
                     71,                 1.6408,                 2.2426,                 1.3484,                 1.1404,                0.61546,                0.62244,                0.62759,                0.32445,                0.62317,                0.63024,                0.63591,                0.29682,                 1.6152,                 2.2229,                 1.2955,                 1.1211,              0.0016535,              0.0016535,              0.0016535
                     72,                 1.6653,                 2.2399,                 1.3487,                 1.1478,                0.61955,                0.64748,                0.64375,                0.32546,                0.63453,                0.65951,                0.66067,                0.31702,                 1.6351,                 2.0956,                 1.2843,                 1.1259,              0.0016485,              0.0016485,              0.0016485
                     73,                 1.6516,                  2.241,                 1.3632,                 1.1425,                0.63399,                 0.6433,                0.65593,                0.33111,                0.65183,                0.65659,                0.67647,                0.32419,                 1.6276,                 2.0813,                 1.2314,                 1.1268,              0.0016436,              0.0016436,              0.0016436
                     74,                 1.6401,                  2.226,                 1.3411,                 1.1359,                0.64628,                0.65008,                0.66112,                0.32895,                0.65626,                0.66276,                0.67643,                0.31529,                 1.6451,                 2.2111,                 1.2609,                 1.1345,              0.0016386,              0.0016386,              0.0016386
                     75,                 1.6508,                 2.2265,                 1.3409,                 1.1411,                 0.6507,                0.62374,                0.64697,                0.32753,                0.64615,                0.63642,                0.65179,                0.29487,                 1.6228,                 2.2715,                 1.2519,                   1.12,              0.0016337,              0.0016337,              0.0016337
                     76,                 1.6522,                 2.2452,                   1.34,                 1.1364,                0.64256,                0.63663,                0.65682,                0.33802,                 0.6493,                0.63447,                0.65531,                 0.2938,                   1.61,                 2.3603,                 1.2278,                 1.1207,              0.0016287,              0.0016287,              0.0016287
                     77,                 1.6535,                 2.2284,                 1.3533,                 1.1447,                0.64682,                0.63935,                  0.663,                0.33226,                0.65966,                0.65203,                0.68392,                0.32397,                 1.6256,                 2.1061,                 1.2504,                 1.1233,              0.0016238,              0.0016238,              0.0016238
                     78,                 1.6336,                 2.2293,                 1.3343,                 1.1361,                0.64447,                 0.6348,                0.65062,                0.33003,                0.64713,                0.65041,                 0.6629,                0.31083,                 1.6316,                 2.2148,                 1.2525,                 1.1219,              0.0016189,              0.0016189,              0.0016189
                     79,                 1.6607,                 2.2527,                 1.3697,                  1.147,                0.62509,                0.64228,                0.65189,                0.32507,                0.63922,                0.65171,                0.66824,                0.31325,                 1.6213,                 2.1432,                 1.2452,                 1.1196,              0.0016139,              0.0016139,              0.0016139
                     80,                 1.6098,                 2.1814,                 1.3106,                 1.1284,                0.63103,                0.64349,                0.65804,                0.32763,                 0.6459,                0.65301,                0.67093,                0.31937,                 1.6339,                 2.0883,                 1.2354,                 1.1276,              0.0016089,              0.0016089,              0.0016089
                     81,                 1.6295,                 2.2073,                 1.3298,                 1.1345,                0.65335,                 0.6322,                0.65886,                0.33778,                 0.6586,                0.62927,                0.66081,                0.29826,                 1.6075,                 2.2357,                 1.2467,                 1.1243,               0.001604,               0.001604,               0.001604
                     82,                 1.6294,                 2.2136,                 1.3261,                 1.1357,                0.65108,                0.62732,                0.65299,                0.32614,                0.66151,                 0.6452,                0.67271,                0.31657,                  1.634,                    2.1,                 1.2525,                 1.1285,              0.0015991,              0.0015991,              0.0015991
                     83,                  1.642,                 2.2087,                 1.3332,                 1.1345,                0.63665,                   0.64,                0.65329,                 0.3311,                 0.6488,                0.63923,                 0.6616,                0.29873,                 1.6068,                 2.2303,                  1.239,                 1.1232,              0.0015941,              0.0015941,              0.0015941
                     84,                 1.6424,                 2.2349,                 1.3415,                 1.1494,                0.61556,                0.65854,                0.64901,                0.33527,                0.63048,                0.65528,                0.65755,                0.31143,                 1.5931,                 2.1635,                 1.2643,                 1.1112,              0.0015892,              0.0015892,              0.0015892
                     85,                 1.6237,                 2.2037,                 1.3177,                 1.1286,                0.64602,                0.65236,                0.66198,                0.33881,                0.64828,                0.65463,                0.66516,                0.31611,                 1.6018,                 2.1551,                 1.2292,                 1.1155,              0.0015842,              0.0015842,              0.0015842
                     86,                 1.6221,                 2.2359,                 1.3423,                 1.1317,                0.64057,                0.64621,                0.65915,                0.33221,                0.64672,                0.65333,                0.67063,                0.32008,                 1.6232,                 2.1444,                 1.2495,                 1.1248,              0.0015793,              0.0015793,              0.0015793
                     87,                 1.6226,                 2.2117,                 1.3293,                 1.1345,                0.64348,                0.65691,                0.67136,                0.34346,                0.64794,                0.66146,                 0.6748,                  0.313,                 1.6011,                  2.182,                 1.2162,                 1.1184,              0.0015743,              0.0015743,              0.0015743
                     88,                 1.6385,                 2.2165,                 1.3297,                 1.1318,                0.65561,                0.64508,                0.66802,                0.34498,                0.66424,                0.63545,                0.66739,                0.30705,                 1.5907,                 2.1998,                 1.2128,                 1.1126,              0.0015693,              0.0015693,              0.0015693
                     89,                 1.6422,                 2.2175,                 1.3469,                 1.1394,                0.65516,                0.63447,                0.66489,                0.34073,                0.66464,                0.64228,                0.67455,                0.31706,                 1.6033,                 2.1659,                 1.2127,                 1.1185,              0.0015644,              0.0015644,              0.0015644
                     90,                 1.6282,                 2.2381,                 1.3282,                 1.1328,                0.65297,                0.63393,                0.66271,                0.33149,                0.65683,                0.65268,                0.67613,                0.31886,                 1.6206,                 2.1478,                 1.2487,                 1.1181,              0.0015594,              0.0015594,              0.0015594
                     91,                 1.6237,                 2.2197,                 1.3367,                 1.1296,                0.66086,                 0.6452,                0.67473,                0.34567,                0.66602,                0.64553,                0.67839,                0.31747,                 1.6068,                 2.1999,                 1.2126,                 1.1208,              0.0015545,              0.0015545,              0.0015545
                     92,                  1.603,                 2.1863,                 1.3121,                 1.1273,                0.66675,                0.63177,                0.66788,                0.34038,                0.67773,                0.64218,                0.68391,                0.32408,                 1.6043,                 2.1066,                 1.2237,                 1.1152,              0.0015496,              0.0015496,              0.0015496
                     93,                 1.6128,                 2.1677,                 1.3171,                  1.117,                0.66602,                0.63187,                 0.6723,                0.34491,                 0.6709,                0.63046,                0.67226,                0.30944,                 1.5829,                 2.1937,                 1.2275,                  1.113,              0.0015446,              0.0015446,              0.0015446
                     94,                 1.6206,                 2.1989,                 1.3117,                 1.1197,                0.63921,                0.64325,                0.66837,                 0.3394,                0.64592,                0.66081,                0.68337,                0.32627,                 1.6123,                 2.1135,                 1.2213,                 1.1221,              0.0015397,              0.0015397,              0.0015397
                     95,                 1.6242,                 2.2286,                 1.3224,                 1.1248,                0.63942,                0.63805,                0.65443,                0.32956,                0.65034,                0.65171,                0.67312,                0.32003,                 1.6291,                 2.1418,                 1.2683,                 1.1229,              0.0015347,              0.0015347,              0.0015347
                     96,                 1.6213,                 2.1615,                 1.3146,                 1.1189,                0.64562,                 0.6465,                0.66483,                0.34328,                0.65713,                0.65496,                0.67973,                0.32687,                 1.5921,                 2.1052,                 1.2129,                 1.1103,              0.0015298,              0.0015298,              0.0015298
                     97,                 1.6071,                  2.173,                 1.3003,                 1.1231,                0.65004,                 0.6478,                0.66838,                0.34804,                0.66141,                0.64911,                0.67713,                0.32504,                 1.5846,                   2.12,                 1.2111,                 1.1137,              0.0015248,              0.0015248,              0.0015248
                     98,                 1.6172,                 2.1847,                 1.3094,                 1.1258,                0.64304,                0.65379,                0.66106,                0.33802,                0.64566,                0.67187,                0.67385,                 0.3207,                 1.6116,                 2.1281,                 1.2421,                 1.1195,              0.0015199,              0.0015199,              0.0015199
                     99,                 1.6224,                 2.2107,                 1.3331,                 1.1323,                0.63901,                0.64818,                0.66826,                0.33968,                0.64157,                0.65078,                0.67222,                0.31552,                 1.5986,                 2.1516,                 1.2393,                 1.1117,              0.0015149,              0.0015149,              0.0015149
                    100,                 1.6304,                 2.1992,                 1.3249,                 1.1248,                0.64774,                0.64358,                0.65667,                0.34163,                0.65755,                0.65333,                0.67084,                0.32829,                 1.5928,                  2.061,                 1.2264,                 1.1118,              0.0015099,              0.0015099,              0.0015099
